year	 month	 day	 hour	 R0	 UV0	 Rs
2014.0	 6.0	 14.0	 8.0	 857.2288	 48.9128	 510.8
2014.0	 6.0	 14.0	 9.0	 1063.441	 60.6791	 670.4
2014.0	 6.0	 14.0	 10.0	 1221.683	 69.7083	 657.4
2014.0	 6.0	 14.0	 11.0	 1321.172	 75.3851	 922.7
2014.0	 6.0	 14.0	 12.0	 1355.126	 77.3225	 132.7
2014.0	 6.0	 14.0	 13.0	 1321.233	 75.3886	 242.6
2014.0	 6.0	 14.0	 14.0	 1221.802	 69.7151	 228.5
2014.0	 6.0	 14.0	 15.0	 1063.609	 60.6887	 465.6
2014.0	 6.0	 14.0	 16.0	 857.4339	 48.9245	 84.1
2014.0	 6.0	 14.0	 17.0	 617.3283	 35.2243	 54.4
2014.0	 6.0	 14.0	 18.0	 359.6547	 20.5216	 62.6
2014.0	 6.0	 15.0	 6.0	 359.4182	 20.5081	 58.2
2014.0	 6.0	 15.0	 7.0	 617.0998	 35.2113	 188.5
2014.0	 6.0	 15.0	 8.0	 856.9274	 48.8956	 332.7
2014.0	 6.0	 15.0	 9.0	 1063.2209	 60.6666	 480.0
2014.0	 6.0	 15.0	 10.0	 1221.604	 69.7038	 654.6
2014.0	 6.0	 15.0	 11.0	 1321.2841	 75.3915	 796.5
2014.0	 6.0	 15.0	 12.0	 1355.467	 77.3419	 682.8
2014.0	 6.0	 15.0	 13.0	 1321.825	 75.4223	 146.8
2014.0	 6.0	 15.0	 14.0	 1222.649	 69.7634	 85.0
2014.0	 6.0	 15.0	 15.0	 1064.698	 60.7509	 105.1
2014.0	 6.0	 15.0	 16.0	 858.7369	 48.9989	 53.2
2014.0	 6.0	 15.0	 17.0	 618.8011	 35.3083	 35.7
2014.0	 6.0	 15.0	 18.0	 361.2419	 20.6122	 92.6
2014.0	 6.0	 16.0	 6.0	 359.1526	 20.493	 69.4
2014.0	 6.0	 16.0	 7.0	 616.783	 35.1932	 308.3
2014.0	 6.0	 16.0	 8.0	 856.5441	 48.8738	 187.9
2014.0	 6.0	 16.0	 9.0	 1062.9301	 60.65	 137.2
2014.0	 6.0	 16.0	 10.0	 1221.464	 69.6958	 93.2
2014.0	 6.0	 16.0	 11.0	 1321.342	 75.3948	 648.1
2014.0	 6.0	 16.0	 12.0	 1355.7581	 77.3585	 819.3
2014.0	 6.0	 16.0	 13.0	 1322.366	 75.4532	 337.1
2014.0	 6.0	 16.0	 14.0	 1223.443	 69.8087	 111.6
2014.0	 6.0	 16.0	 15.0	 1065.728	 60.8097	 558.1
2014.0	 6.0	 16.0	 16.0	 859.9715	 49.0693	 142.5
2014.0	 6.0	 16.0	 18.0	 362.7366	 20.6975	 34.9
2014.0	 6.0	 17.0	 7.0	 616.3712	 35.1697	 20.2
2014.0	 6.0	 17.0	 8.0	 856.0803	 48.8473	 46.3
2014.0	 6.0	 17.0	 9.0	 1062.5699	 60.6295	 169.2
2014.0	 6.0	 17.0	 10.0	 1221.264	 69.6844	 282.0
2014.0	 6.0	 17.0	 11.0	 1321.347	 75.3951	 536.1
2014.0	 6.0	 17.0	 12.0	 1355.999	 77.3723	 321.3
2014.0	 6.0	 17.0	 13.0	 1322.858	 75.4813	 177.4
2014.0	 6.0	 17.0	 16.0	 861.1362	 49.1358	 110.2
2014.0	 6.0	 17.0	 17.0	 621.5058	 35.4627	 92.1
2014.0	 6.0	 17.0	 18.0	 364.137	 20.7774	 29.7
2014.0	 6.0	 18.0	 6.0	 358.2985	 20.4443	 59.0
2014.0	 6.0	 18.0	 7.0	 615.8662	 35.1409	 142.0
2014.0	 6.0	 18.0	 8.0	 855.5367	 48.8163	 518.5
2014.0	 6.0	 18.0	 9.0	 1062.142	 60.605	 690.8
2014.0	 6.0	 18.0	 10.0	 1221.005	 69.6696	 810.9
2014.0	 6.0	 18.0	 11.0	 1321.299	 75.3923	 923.0
2014.0	 6.0	 18.0	 12.0	 1356.1899	 77.3832	 490.4
2014.0	 6.0	 18.0	 13.0	 1323.299	 75.5065	 587.2
2014.0	 6.0	 18.0	 14.0	 1224.869	 69.8901	 933.7
2014.0	 6.0	 18.0	 15.0	 1067.6071	 60.9168	 203.6
2014.0	 6.0	 18.0	 16.0	 862.2299	 49.1982	 547.4
2014.0	 6.0	 18.0	 17.0	 622.7346	 35.5328	 59.2
2014.0	 6.0	 18.0	 18.0	 365.4415	 20.8518	 24.0
2014.0	 6.0	 19.0	 6.0	 357.7127	 20.4108	 85.8
2014.0	 6.0	 19.0	 7.0	 615.269	 35.1068	 176.7
2014.0	 6.0	 19.0	 8.0	 854.9153	 48.7808	 280.2
2014.0	 6.0	 19.0	 9.0	 1061.647	 60.5768	 350.2
2014.0	 6.0	 19.0	 10.0	 1220.687	 69.6515	 360.5
2014.0	 6.0	 19.0	 11.0	 1321.199	 75.3866	 322.3
2014.0	 6.0	 19.0	 12.0	 1356.3311	 77.3912	 311.3
2014.0	 6.0	 19.0	 13.0	 1323.6899	 75.5288	 321.3
2014.0	 6.0	 19.0	 14.0	 1225.5	 69.9261	 345.5
2014.0	 6.0	 19.0	 15.0	 1068.453	 60.9651	 118.1
2014.0	 6.0	 19.0	 16.0	 863.2513	 49.2565	 74.2
2014.0	 6.0	 19.0	 17.0	 623.8792	 35.5981	 46.6
2014.0	 6.0	 19.0	 18.0	 366.6489	 20.9207	 22.4
2014.0	 6.0	 20.0	 6.0	 357.0226	 20.3714	 42.8
2014.0	 6.0	 20.0	 7.0	 614.5813	 35.0675	 122.5
2014.0	 6.0	 20.0	 8.0	 854.1172	 48.7353	 541.1
2014.0	 6.0	 20.0	 9.0	 1060.962	 60.5377	 280.0
2014.0	 6.0	 20.0	 10.0	 1220.17	 69.622	 415.3
2014.0	 6.0	 20.0	 11.0	 1320.892	 75.3691	 194.9
2014.0	 6.0	 20.0	 12.0	 1356.264	 77.3874	 1099.5
2014.0	 6.0	 20.0	 13.0	 1323.875	 75.5393	 865.0
2014.0	 6.0	 20.0	 14.0	 1225.933	 69.9508	 945.6
2014.0	 6.0	 20.0	 15.0	 1069.1121	 61.0027	 521.0
2014.0	 6.0	 20.0	 16.0	 864.0986	 49.3048	 215.1
2014.0	 6.0	 20.0	 17.0	 624.8648	 35.6543	 122.9
2014.0	 6.0	 20.0	 18.0	 367.7143	 20.9815	 42.9
2014.0	 6.0	 21.0	 6.0	 356.1891	 20.3239	 67.2
2014.0	 6.0	 21.0	 7.0	 613.7324	 35.0191	 157.9
2014.0	 6.0	 21.0	 8.0	 853.3433	 48.6911	 275.9
2014.0	 6.0	 21.0	 9.0	 1060.3361	 60.502	 56.9
2014.0	 6.0	 21.0	 10.0	 1219.738	 69.5974	 87.7
2014.0	 6.0	 21.0	 11.0	 1320.688	 75.3575	 198.9
2014.0	 6.0	 21.0	 12.0	 1356.306	 77.3898	 54.9
2014.0	 6.0	 21.0	 13.0	 1324.1639	 75.5558	 393.8
2014.0	 6.0	 21.0	 14.0	 1226.452	 69.9805	 47.5
2014.0	 6.0	 21.0	 15.0	 1069.83	 61.0437	 89.0
2014.0	 6.0	 22.0	 6.0	 355.2956	 20.2729	 46.8
2014.0	 6.0	 22.0	 7.0	 612.8672	 34.9697	 191.1
2014.0	 6.0	 22.0	 8.0	 852.4952	 48.6427	 557.1
2014.0	 6.0	 22.0	 9.0	 1059.646	 60.4626	 494.9
2014.0	 6.0	 22.0	 10.0	 1219.251	 69.5696	 985.7
2014.0	 6.0	 22.0	 13.0	 1324.401	 75.5693	 394.0
2014.0	 6.0	 22.0	 14.0	 1226.915	 70.0068	 126.4
2014.0	 6.0	 22.0	 15.0	 1070.484	 61.081	 488.0
2014.0	 6.0	 22.0	 16.0	 865.7689	 49.4001	 506.2
2014.0	 6.0	 22.0	 17.0	 626.7208	 35.7602	 170.1
2014.0	 6.0	 22.0	 18.0	 369.6298	 21.0908	 26.4
